source_id	target_id
408519	443044
408519	482213
408519	11589
408519	38337
408519	110851
408519	177678
408519	207031
408519	311376
408519	354314
408519	358701
408519	408492
408519	451135
408519	25993
408519	54715
408519	55682
408519	77094
430604	413308
430604	30042
430604	53000
430604	129563
430604	354455
430604	438982
430604	446299
430604	31737
430604	143376
430604	210931
430604	228856
430604	250936
430604	396726
430604	40457
430604	78032
430604	106697
430604	128372
430604	144579
430604	152827
430604	167721
453004	340783
453004	375189
453004	203084
453004	32969
453004	126326
453004	172889
453004	244619
453004	253146
453004	259718
453004	327943
453004	432527
453004	477563
453004	478673
453004	31781
453004	54185
453004	125676
453004	137784
453004	143458
453004	198405
453004	199194
454748	238918
454748	125483
454748	159351
454748	215336
454748	225468
454748	334715
454748	340561
454748	377021
454748	424663
454748	475770
454748	479683
454748	15819
454748	38209
454748	85559
454748	95369
454748	137212
454748	140731
454748	247335
454748	310995
454748	315724
462743	382288
462743	477139
462743	88913
462743	479488
462743	74191
462743	83798
462743	241507
462743	443485
462743	290393
462743	341808
462743	343478
462743	357581
462743	390562
462743	443166
462743	455743
462743	3793
462743	14283
462743	107700
462743	145227
462743	222689
464543	387194
464543	244734
464543	306191
464543	92593
464543	164557
464543	364755
464543	9145
464543	27761
464543	56869
464543	82482
464543	134949
464543	182335
464543	249135
464543	311135
464543	321851
464543	343039
464543	361043
464543	361965
464543	451706
464543	64221
